Sample ID,Date,Time,Samp Number,Analyte Name,Elem,Int (Corr),RSD (Corr Int),Conc (Calib),Reported Conc (Calib),RSD (Conc),Calib Units,SD (Calib),Repl No1,Conc (Calib)1,Repl No2,Conc (Calib)2,Repl No3,Conc (Calib)3,Repl No4,Conc (Calib)4
Calib Blank 1,9/14/2018,10:43:14 AM,0,Y 371.029,Y,372475.0642,1.671781114, ,[0.00],1.671781114,mg/L,0.01671781114,1, ,2, ,3, ,4, 
Calib Blank 1,9/14/2018,10:43:14 AM,0,Al 396.153,Al,15112.9137,14.54940751, ,[0.00],0,mg/L,0,1, ,2, ,3, ,4, 
Calib Blank 1,9/14/2018,10:43:14 AM,0,Ca 317.933,Ca,18338.26966,9.703931957, ,[0.00],0,mg/L,0,1, ,2, ,3, ,4, 
Calib Blank 1,9/14/2018,10:43:14 AM,0,Cr 267.716,Cr,58.19961406,9.426319715, ,[0.00],0,mg/L,0,1, ,2, ,3, ,4, 
Calib Blank 1,9/14/2018,10:43:14 AM,0,Cu 327.393,Cu,-1024.092181,0.4357451352, ,[0.00],0,mg/L,0,1, ,2, ,3, ,4, 
Calib Blank 1,9/14/2018,10:43:14 AM,0,Fe 238.204,Fe,1070.110465,2.603287274, ,[0.00],0,mg/L,0,1, ,2, ,3, ,4, 
Calib Blank 1,9/14/2018,10:43:14 AM,0,K 766.490,K,43.6005459,189.4671141, ,[0.00],0,mg/L,0,1, ,2, ,3, ,4, 
Calib Blank 1,9/14/2018,10:43:14 AM,0,Mg 285.213,Mg,11684.03492,7.124373312, ,[0.00],0,mg/L,0,1, ,2, ,3, ,4, 
Calib Blank 1,9/14/2018,10:43:14 AM,0,Mn 257.610,Mn,1088.128849,14.0256756, ,[0.00],0,mg/L,0,1, ,2, ,3, ,4, 
Calib Blank 1,9/14/2018,10:43:14 AM,0,Mo 202.031,Mo,28.6660424,12.34588628, ,[0.00],0,mg/L,0,1, ,2, ,3, ,4, 
Calib Blank 1,9/14/2018,10:43:14 AM,0,Na 589.592,Na,490.345822,4.625462263, ,[0.00],0,mg/L,0,1, ,2, ,3, ,4, 
Calib Blank 1,9/14/2018,10:43:14 AM,0,Ni 231.604,Ni,-65.61925711,25.4545114, ,[0.00],0,mg/L,0,1, ,2, ,3, ,4, 
Calib Blank 1,9/14/2018,10:43:14 AM,0,Pb 220.353,Pb,4.738832424,199.3354955, ,[0.00],0,mg/L,0,1, ,2, ,3, ,4, 
Calib Blank 1,9/14/2018,10:43:14 AM,0,Se 196.026,Se,14.56507255,15.17427272, ,[0.00],0,mg/L,0,1, ,2, ,3, ,4, 
Calib Blank 1,9/14/2018,10:43:14 AM,0,Si 251.611,Si,1377.41875,0.9380507663, ,[0.00],0,mg/L,0,1, ,2, ,3, ,4, 
Calib Blank 1,9/14/2018,10:43:14 AM,0,Zn 206.200,Zn,227.9160755,8.916400383, ,[0.00],0,mg/L,0,1, ,2, ,3, ,4, 
Calib Blank 1,9/14/2018,10:43:14 AM,0,P 213.617,P,54.47173708,17.2142473, ,[0.00],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-50,9/14/2018,10:45:12 AM,0,Y 371.029,Y,358768.2641,1.238537604, ,0.963,1.238537605,mg/L,0.01192960359,1, ,2, ,3, ,4, 
ULL-STD-50,9/14/2018,10:45:12 AM,0,Al 396.153,Al,3197503.001,1.202129192, ,[50],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-50,9/14/2018,10:45:12 AM,0,Ca 317.933,Ca,1589104.693,0.7821273458, ,[50],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-50,9/14/2018,10:45:12 AM,0,Cr 267.716,Cr,1026114.816,0.6930361301, ,[50],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-50,9/14/2018,10:45:12 AM,0,Cu 327.393,Cu,1511085.527,0.5979421001, ,[50],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-50,9/14/2018,10:45:12 AM,0,Fe 238.204,Fe,1512035.967,0.6478776493, ,[50],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-50,9/14/2018,10:45:12 AM,0,K 766.490,K,67240.54676,2.915207717, ,[50],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-50,9/14/2018,10:45:12 AM,0,Mg 285.213,Mg,3928075.078,0.3344880546, ,[50],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-50,9/14/2018,10:45:12 AM,0,Mn 257.610,Mn,9861862.617,1.82341031, ,[50],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-50,9/14/2018,10:45:12 AM,0,Mo 202.031,Mo,202524.0456,0.6606932323, ,[50],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-50,9/14/2018,10:45:12 AM,0,Na 589.592,Na,198070.584,3.256985899, ,[50],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-50,9/14/2018,10:45:12 AM,0,Ni 231.604,Ni,422243.4779,0.6115512488, ,[50],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-50,9/14/2018,10:45:12 AM,0,Pb 220.353,Pb,82185.12207,0.4603832149, ,[50],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-50,9/14/2018,10:45:12 AM,0,Se 196.026,Se,34848.80308,1.582972372, ,[50],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-50,9/14/2018,10:45:12 AM,0,Si 251.611,Si,454909.7901,0.2332605265, ,[50],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-50,9/14/2018,10:45:12 AM,0,Zn 206.200,Zn,671439.2605,1.175048056, ,[50],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-20,9/14/2018,10:47:03 AM,0,Y 371.029,Y,370703.3846,1.259974573, ,0.995,1.259974573,mg/L,0.01253981497,1, ,2, ,3, ,4, 
ULL-STD-20,9/14/2018,10:47:03 AM,0,Al 396.153,Al,1230490.475,2.549329983, ,[20],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-20,9/14/2018,10:47:03 AM,0,Ca 317.933,Ca,627276.7711,0.7108669638, ,[20],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-20,9/14/2018,10:47:03 AM,0,Cr 267.716,Cr,415089.8609,0.5058749881, ,[20],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-20,9/14/2018,10:47:03 AM,0,Cu 327.393,Cu,604946.5152,0.8408582294, ,[20],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-20,9/14/2018,10:47:03 AM,0,Fe 238.204,Fe,614095.5281,0.4629449524, ,[20],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-20,9/14/2018,10:47:03 AM,0,K 766.490,K,26471.74712,4.252613378, ,[20],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-20,9/14/2018,10:47:03 AM,0,Mg 285.213,Mg,1640318.542,2.124725029, ,[20],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-20,9/14/2018,10:47:03 AM,0,Mn 257.610,Mn,4098604.431,1.499551186, ,[20],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-20,9/14/2018,10:47:03 AM,0,Mo 202.031,Mo,82501.34563,0.3941328348, ,[20],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-20,9/14/2018,10:47:03 AM,0,Na 589.592,Na,78803.5416,4.193146879, ,[20],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-20,9/14/2018,10:47:03 AM,0,Ni 231.604,Ni,171210.7829,0.402409194, ,[20],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-20,9/14/2018,10:47:03 AM,0,Pb 220.353,Pb,32327.95267,0.9094743294, ,[20],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-20,9/14/2018,10:47:03 AM,0,Se 196.026,Se,13699.4477,0.7134862212, ,[20],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-20,9/14/2018,10:47:03 AM,0,Si 251.611,Si,183489.2923,0.4530866902, ,[20],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-20,9/14/2018,10:47:03 AM,0,Zn 206.200,Zn,270406.8374,0.9030451549, ,[20],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-10,9/14/2018,10:49:11 AM,0,Y 371.029,Y,377569.0848,0.5092127747, ,1.014,0.5092127747,mg/L,0.005161768392,1, ,2, ,3, ,4, 
ULL-STD-10,9/14/2018,10:49:11 AM,0,Al 396.153,Al,602120.53,3.755761982, ,[10],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-10,9/14/2018,10:49:11 AM,0,Ca 317.933,Ca,312775.3133,0.5971600089, ,[10],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-10,9/14/2018,10:49:11 AM,0,Cr 267.716,Cr,210339.8634,0.3944967344, ,[10],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-10,9/14/2018,10:49:11 AM,0,Cu 327.393,Cu,303560.7408,0.7019101915, ,[10],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-10,9/14/2018,10:49:11 AM,0,Fe 238.204,Fe,310055.3466,0.4009777245, ,[10],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-10,9/14/2018,10:49:11 AM,0,K 766.490,K,13054.75808,2.435747947, ,[10],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-10,9/14/2018,10:49:11 AM,0,Mg 285.213,Mg,822732.07,2.020977971, ,[10],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-10,9/14/2018,10:49:11 AM,0,Mn 257.610,Mn,2075510.152,0.8196343506, ,[10],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-10,9/14/2018,10:49:11 AM,0,Mo 202.031,Mo,41634.26838,0.5316112608, ,[10],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-10,9/14/2018,10:49:11 AM,0,Na 589.592,Na,39026.36109,1.647153816, ,[10],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-10,9/14/2018,10:49:11 AM,0,Ni 231.604,Ni,86886.41902,0.4285308641, ,[10],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-10,9/14/2018,10:49:11 AM,0,Pb 220.353,Pb,16569.25596,0.4417417691, ,[10],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-10,9/14/2018,10:49:11 AM,0,Se 196.026,Se,6968.088084,1.276222373, ,[10],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-10,9/14/2018,10:49:11 AM,0,Si 251.611,Si,92046.99208,0.3357119664, ,[10],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-10,9/14/2018,10:49:11 AM,0,Zn 206.200,Zn,136478.7351,0.8649283633, ,[10],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-5,9/14/2018,10:51:16 AM,0,Y 371.029,Y,381031.0064,1.403156149, ,1.023,1.403156149,mg/L,0.01435387362,1, ,2, ,3, ,4, 
ULL-STD-5,9/14/2018,10:51:16 AM,0,Al 396.153,Al,292538.8337,2.104470412, ,[5],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-5,9/14/2018,10:51:16 AM,0,Ca 317.933,Ca,150603.8563,0.6417513348, ,[5],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-5,9/14/2018,10:51:16 AM,0,Cr 267.716,Cr,104304.2047,0.2957285339, ,[5],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-5,9/14/2018,10:51:16 AM,0,Cu 327.393,Cu,149386.1597,0.6602401465, ,[5],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-5,9/14/2018,10:51:16 AM,0,Fe 238.204,Fe,154279.5738,0.3263786174, ,[5],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-5,9/14/2018,10:51:16 AM,0,K 766.490,K,6395.481449,3.262641522, ,[5],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-5,9/14/2018,10:51:16 AM,0,Mg 285.213,Mg,405995.1434,1.204430757, ,[5],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-5,9/14/2018,10:51:16 AM,0,Mn 257.610,Mn,1043597.198,0.2964916433, ,[5],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-5,9/14/2018,10:51:16 AM,0,Mo 202.031,Mo,20492.88767,0.2583797507, ,[5],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-5,9/14/2018,10:51:16 AM,0,Na 589.592,Na,19191.51045,2.719309203, ,[5],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-5,9/14/2018,10:51:16 AM,0,Ni 231.604,Ni,43053.71545,0.1087341909, ,[5],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-5,9/14/2018,10:51:16 AM,0,Pb 220.353,Pb,8091.072551,1.453262371, ,[5],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-5,9/14/2018,10:51:16 AM,0,Se 196.026,Se,3514.683489,1.546356679, ,[5],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-5,9/14/2018,10:51:16 AM,0,Si 251.611,Si,44683.3161,0.4477525508, ,[5],0,mg/L,0,1, ,2, ,3, ,4, 
ULL-STD-5,9/14/2018,10:51:16 AM,0,Zn 206.200,Zn,68054.80848,0.6921859753, ,[5],0,mg/L,0,1, ,2, ,3, ,4, 
P-50,9/14/2018,10:53:17 AM,0,Y 371.029,Y,397024.1565,1.101617967, ,1.066,1.101617967,mg/L,0.01174223421,1, ,2, ,3, ,4, 
P-50,9/14/2018,10:53:17 AM,0,P 213.617,P,44638.05841,0.23698843, ,[50],0,mg/L,0,1, ,2, ,3, ,4, 
P25,9/14/2018,10:54:45 AM,0,Y 371.029,Y,399889.8369,0.9964508568, ,1.074,0.9964508568,mg/L,0.01069791266,1, ,2, ,3, ,4, 
P25,9/14/2018,10:54:45 AM,0,P 213.617,P,22638.85147,0.3061076956, ,[25],0,mg/L,0,1, ,2, ,3, ,4, 
6h 1N HCl_CS,9/14/2018,10:56:14 AM,1,Y 371.029,Y,455136.4725,5.148560486,1.221924677,1.222,5.148560486,mg/L,0.06291153109,1,1.132810662,2,1.24200414,3,1.232502393,4,1.280381513
6h 1N HCl_CS,9/14/2018,10:56:14 AM,1,Al 396.153,Al,844.8704895,57.07977163,0.4394844087,0.439,1.708399476,mg/L,0.007508149334,1,0.43563246,2,0.439876109,3,0.4498209061,4,0.4326081595
6h 1N HCl_CS,9/14/2018,10:56:14 AM,1,Ca 317.933,Ca,2201762.248,6.361307101,69.29901637,69.30,6.345381488,mg/L,4.397286956,1,64.18628056,2,67.11930005,3,73.45868082,4,72.43180406
6h 1N HCl_CS,9/14/2018,10:56:14 AM,1,Cr 267.716,Cr,557.4360594,3.265899207,-0.1067213684,-0.107,0.8323118327,mg/L,0.0008882545771,1,-0.107603948,2,-0.1073609767,3,-0.1058592429,4,-0.1060613059
6h 1N HCl_CS,9/14/2018,10:56:14 AM,1,Cu 327.393,Cu,1322.270993,0.9594320649,0.0474129653,0.047,0.8851199649,mg/L,0.0004196616218,1,0.04689118397,2,0.04725516085,3,0.04774111291,4,0.04776440346
6h 1N HCl_CS,9/14/2018,10:56:14 AM,1,Fe 238.204,Fe,24149.2003,4.803998119,0.6448290502,0.645,5.957146609,mg/L,0.0384134119,1,0.6012299605,2,0.6238508142,3,0.6777042833,4,0.6765311429
6h 1N HCl_CS,9/14/2018,10:56:14 AM,1,K 766.490,K,11390.72448,4.885754028,8.661903065,8.662,4.765422373,mg/L,0.4127762666,1,9.025166365,2,8.915241288,3,8.603515828,4,8.103688779
6h 1N HCl_CS,9/14/2018,10:56:14 AM,1,Mg 285.213,Mg,633591.3391,3.589855673,7.745242978,7.745,3.74437717,mg/L,0.2900111098,1,8.052786292,2,7.69476559,3,7.863840578,4,7.369579453
6h 1N HCl_CS,9/14/2018,10:56:14 AM,1,Mn 257.610,Mn,967133.2587,3.239891874,4.546652691,4.547,3.504782709,mg/L,0.1593502973,1,4.409578451,2,4.427713308,3,4.747013286,4,4.602305719
6h 1N HCl_CS,9/14/2018,10:56:14 AM,1,Mo 202.031,Mo,30.47755099,46.70893623,-0.15070428,-0.151,2.334407905,mg/L,0.003518052626,1,-0.1456714048,2,-0.1514622599,3,-0.1518198786,4,-0.1538635768
6h 1N HCl_CS,9/14/2018,10:56:14 AM,1,Na 589.592,Na,4458.69892,6.39631782,1.233486845,1.233,5.826995144,mg/L,0.07187521856,1,1.287770135,2,1.277567647,3,1.238019793,4,1.130589805
6h 1N HCl_CS,9/14/2018,10:56:14 AM,1,Ni 231.604,Ni,625.7799472,2.282048479,-0.083765868,-0.084,2.021810372,mg/L,0.001693587008,1,-0.08526130986,2,-0.08507410465,3,-0.082966762,4,-0.08176129549
6h 1N HCl_CS,9/14/2018,10:56:14 AM,1,Pb 220.353,Pb,38.31562482,17.7833399,0.08243482813,0.082,5.030699272,mg/L,0.004147048299,1,0.08490545662,2,0.07738444127,3,0.08083887645,4,0.08661053818
6h 1N HCl_CS,9/14/2018,10:56:14 AM,1,Se 196.026,Se,56.63516976,26.21250219,0.1257393949,0.126,16.9561061,mg/L,0.0213205052,1,0.0938830063,2,0.1337056292,3,0.1375585542,4,0.1378103897
6h 1N HCl_CS,9/14/2018,10:56:14 AM,1,Si 251.611,Si,19391.42408,1.925053618,2.099221217,2.099,1.953589314,mg/L,0.04101016138,1,2.131814206,2,2.045179297,3,2.1303496,4,2.089541765
6h 1N HCl_CS,9/14/2018,10:56:14 AM,1,Zn 206.200,Zn,17454.39231,9.790198071,1.210848281,1.211,10.51950167,mg/L,0.1273752051,1,1.056973021,2,1.157181056,3,1.297610408,4,1.33162864
6h 1N HCl_CS,9/14/2018,10:56:14 AM,1,P 213.617,P,3204.976183,2.245357355,3.470546066,3.471,2.322614705,mg/L,0.08060741327,1,3.444956528,2,3.37751886,3,3.490175644,4,3.569533233
6h 5N HCl_CS,9/14/2018,10:58:19 AM,2,Y 371.029,Y,450990.506,0.8492595115,1.210793821,1.211,0.8492595115,mg/L,0.01028278169,1,1.204298116,2,1.200507344,3,1.222951888,4,1.215417934
6h 5N HCl_CS,9/14/2018,10:58:19 AM,2,Al 396.153,Al,19807.59733,2.951330565,0.7347149774,0.735,1.238771757,mg/L,0.009101441632,1,0.7308285994,2,0.7311136886,3,0.7482670453,4,0.7286505764
6h 5N HCl_CS,9/14/2018,10:58:19 AM,2,Ca 317.933,Ca,4616247.088,0.5134726224,145.1030835,145.1,0.5128586943,mg/L,0.7441737793,1,144.4523782,2,146.0253739,3,144.5486815,4,145.3859002
6h 5N HCl_CS,9/14/2018,10:58:19 AM,2,Cr 267.716,Cr,1970.551083,0.6407269421,-0.03777408936,-0.038,1.630821012,mg/L,0.0006160277863,1,-0.03747829758,2,-0.03765840109,3,-0.03867009608,4,-0.03728956267
6h 5N HCl_CS,9/14/2018,10:58:19 AM,2,Cu 327.393,Cu,2259.376003,0.9486275745,0.07841233151,0.078,0.9041998776,mg/L,0.0007090042056,1,0.07855597088,2,0.07867054391,3,0.07739286652,4,0.07902994474
6h 5N HCl_CS,9/14/2018,10:58:19 AM,2,Fe 238.204,Fe,54760.72004,0.3478390256,1.658418757,1.658,0.380303704,mg/L,0.006307027963,1,1.662368423,2,1.662943206,3,1.65904791,4,1.64931549
6h 5N HCl_CS,9/14/2018,10:58:19 AM,2,K 766.490,K,22188.11734,2.478254984,16.67039377,16.67,2.446540201,mg/L,0.4078478854,1,16.79060091,2,17.02821025,3,16.08332736,4,16.77943656
6h 5N HCl_CS,9/14/2018,10:58:19 AM,2,Mg 285.213,Mg,1254109.997,0.3907154481,15.65718797,15.66,0.3990348821,mg/L,0.06247764155,1,15.6927825,2,15.57573487,3,15.71724733,4,15.64298717
6h 5N HCl_CS,9/14/2018,10:58:19 AM,2,Mn 257.610,Mn,1962462.238,0.2515313924,9.608426006,9.608,0.2612626315,mg/L,0.02510322663,1,9.602366771,2,9.640948555,3,9.580262304,4,9.610126395
6h 5N HCl_CS,9/14/2018,10:58:19 AM,2,Mo 202.031,Mo,41.75226134,20.57029648,-0.1479179813,-0.148,1.434900778,mg/L,0.002122476263,1,-0.1458065761,2,-0.1468955881,3,-0.1482396794,4,-0.1507300814
6h 5N HCl_CS,9/14/2018,10:58:19 AM,2,Na 589.592,Na,4406.839835,3.217490513,1.220417138,1.220,2.928041585,mg/L,0.03573432131,1,1.216969939,2,1.253822666,3,1.171865202,4,1.239010745
6h 5N HCl_CS,9/14/2018,10:58:19 AM,2,Ni 231.604,Ni,912.9909155,0.6237769999,-0.04970450474,-0.050,1.3588173,mg/L,0.0006753934092,1,-0.04918324494,2,-0.05002341248,3,-0.05050374298,4,-0.04910761858
6h 5N HCl_CS,9/14/2018,10:58:19 AM,2,Pb 220.353,Pb,42.08598475,15.32800167,0.08472956378,0.085,4.633806709,mg/L,0.003926204211,1,0.08252809303,2,0.08986315393,3,0.08558151565,4,0.08094549253
6h 5N HCl_CS,9/14/2018,10:58:19 AM,2,Se 196.026,Se,102.1735181,9.944896721,0.1911397459,0.191,7.634672731,mg/L,0.01459289406,1,0.1949599217,2,0.2074578648,3,0.1722613005,4,0.1898798965
6h 5N HCl_CS,9/14/2018,10:58:19 AM,2,Si 251.611,Si,29680.96706,1.258936991,3.229628714,3.230,1.271066835,mg/L,0.04105073949,1,3.241880094,2,3.272448849,3,3.22998017,4,3.174205742
6h 5N HCl_CS,9/14/2018,10:58:19 AM,2,Zn 206.200,Zn,34409.50344,0.38946819,2.474680218,2.475,0.4036639782,mg/L,0.009989392615,1,2.465715525,2,2.468493712,3,2.476513607,4,2.487998026
6h 5N HCl_CS,9/14/2018,10:58:19 AM,2,P 213.617,P,7547.338767,0.5852105677,8.334514996,8.335,0.5935951992,mg/L,0.04947328089,1,8.326085758,2,8.360153844,3,8.26904927,4,8.382771112
6h 1/2 Conc HNO3_CS,9/14/2018,11:00:25 AM,3,Y 371.029,Y,467223.0287,1.661757479,1.25437398,1.254,1.661757479,mg/L,0.02084465343,1,1.259317363,2,1.274396736,3,1.258720898,4,1.225060924
6h 1/2 Conc HNO3_CS,9/14/2018,11:00:25 AM,3,Al 396.153,Al,19777.12586,8.841013443,0.7342405673,0.734,3.707553158,mg/L,0.02722235934,1,0.7331974637,2,0.6986743855,3,0.7405658672,4,0.7645245527
6h 1/2 Conc HNO3_CS,9/14/2018,11:00:25 AM,3,Ca 317.933,Ca,4244864.038,1.390548393,133.4433103,133.4,1.388740528,mg/L,1.853181331,1,133.2992583,2,130.8774762,3,134.6823936,4,134.9141129
6h 1/2 Conc HNO3_CS,9/14/2018,11:00:25 AM,3,Cr 267.716,Cr,719.9661931,3.593580955,-0.09879136248,-0.099,1.277792044,mg/L,0.00126234817,1,-0.1003843978,2,-0.09896177848,3,-0.0984836077,4,-0.09733566592
6h 1/2 Conc HNO3_CS,9/14/2018,11:00:25 AM,3,Cu 327.393,Cu,2034.988649,2.115410806,0.07098961401,0.071,2.005979312,mg/L,0.001424036971,1,0.06908992494,2,0.07175904452,3,0.07076605455,4,0.07234343201
6h 1/2 Conc HNO3_CS,9/14/2018,11:00:25 AM,3,Fe 238.204,Fe,31701.81692,2.51558734,0.8949066202,0.895,2.950686936,mg/L,0.02640589273,1,0.8974402256,2,0.8576283267,3,0.9054919723,4,0.9190659562
6h 1/2 Conc HNO3_CS,9/14/2018,11:00:25 AM,3,K 766.490,K,19967.26905,3.751157423,15.02317735,15.02,3.697889581,mg/L,0.55554051,1,14.35190694,2,14.83614546,3,15.26265842,4,15.64199857
6h 1/2 Conc HNO3_CS,9/14/2018,11:00:25 AM,3,Mg 285.213,Mg,1117328.041,1.501672973,13.91314482,13.91,1.537655944,mg/L,0.2139362984,1,13.84266238,2,13.66849871,3,14.1775588,4,13.9638594
6h 1/2 Conc HNO3_CS,9/14/2018,11:00:25 AM,3,Mn 257.610,Mn,1811685.833,1.378122464,8.841648388,8.842,1.436063035,mg/L,0.1269716442,1,8.833739984,2,8.66499124,3,8.93953843,4,8.928323898
6h 1/2 Conc HNO3_CS,9/14/2018,11:00:25 AM,3,Mo 202.031,Mo,9.474135611,54.59341513,-0.1558948161,-0.156,0.819918101,mg/L,0.001278209815,1,-0.1555779257,2,-0.1551502516,3,-0.1577826216,4,-0.1550684654
6h 1/2 Conc HNO3_CS,9/14/2018,11:00:25 AM,3,Na 589.592,Na,3817.124345,3.928274612,1.071794991,1.072,3.525879139,mg/L,0.03779019599,1,1.027176128,2,1.064965404,3,1.076032718,4,1.119005713
6h 1/2 Conc HNO3_CS,9/14/2018,11:00:25 AM,3,Ni 231.604,Ni,532.3644746,1.973513069,-0.09484433886,-0.095,1.313707456,mg/L,0.001245977151,1,-0.09491407008,2,-0.09356422031,3,-0.09651754294,4,-0.0943815221
6h 1/2 Conc HNO3_CS,9/14/2018,11:00:25 AM,3,Pb 220.353,Pb,28.30516394,27.20742437,0.07634221047,0.076,6.139573835,mg/L,0.004687086379,1,0.07058887566,2,0.08206262311,3,0.07615641926,4,0.07656092387
6h 1/2 Conc HNO3_CS,9/14/2018,11:00:25 AM,3,Se 196.026,Se,83.92449444,12.49940862,0.1649312294,0.165,9.134359669,mg/L,0.0150654117,1,0.1781738568,2,0.1712014909,3,0.1434308479,4,0.166918722
6h 1/2 Conc HNO3_CS,9/14/2018,11:00:25 AM,3,Si 251.611,Si,22721.55965,3.132916842,2.465069362,2.465,3.172464755,mg/L,0.07820345668,1,2.48569134,2,2.350096973,3,2.501010114,4,2.52347902
6h 1/2 Conc HNO3_CS,9/14/2018,11:00:25 AM,3,Zn 206.200,Zn,31336.94296,1.694265374,2.245651931,2.246,1.762318111,mg/L,0.03957553069,1,2.239991972,2,2.193560876,3,2.262578274,4,2.286476601
6h 1/2 Conc HNO3_CS,9/14/2018,11:00:25 AM,3,P 213.617,P,7108.774724,1.897835067,7.843270464,7.843,1.92672945,mg/L,0.1511186019,1,7.67591805,2,7.848309756,3,7.807582051,4,8.041271999
6h Conc HNO3_CS,9/14/2018,11:02:32 AM,4,Y 371.029,Y,460804.5242,0.8361113605,1.237141942,1.237,0.8361113605,mg/L,0.01034388432,1,1.233592058,2,1.250958287,3,1.237700575,4,1.226316847
6h Conc HNO3_CS,9/14/2018,11:02:32 AM,4,Al 396.153,Al,12446.94415,6.8207731,0.6201170167,0.620,2.131489651,mg/L,0.01321773004,1,0.6296713364,2,0.6096027492,3,0.6079117716,4,0.6332822097
6h Conc HNO3_CS,9/14/2018,11:02:32 AM,4,Ca 317.933,Ca,2618323.531,0.4640138213,82.37718483,82.38,0.4630365822,mg/L,0.3814365011,1,82.90678392,2,82.04349885,3,82.39207533,4,82.16638123
6h Conc HNO3_CS,9/14/2018,11:02:32 AM,4,Cr 267.716,Cr,341.5913033,1.404450793,-0.1172526474,-0.117,0.1996320623,mg/L,0.0002340738782,1,-0.1171308751,2,-0.1169829464,3,-0.1174578406,4,-0.1174389277
6h Conc HNO3_CS,9/14/2018,11:02:32 AM,4,Cu 327.393,Cu,1603.856401,1.28790061,0.05672779031,0.057,1.204526943,mg/L,0.0006833015184,1,0.05764898726,2,0.05677627183,3,0.05644246351,4,0.05604343862
6h Conc HNO3_CS,9/14/2018,11:02:32 AM,4,Fe 238.204,Fe,16396.91954,1.543003302,0.3881403247,0.388,2.158329054,mg/L,0.008377345399,1,0.3957134488,2,0.3798008561,3,0.3820679891,4,0.3949790047
